epoch,test_acc,train_acc,test_loss,train_loss,Next training size,amount original images labelled,amount augmented images labelled
-1,0,0,0,0,3000,337,663
0,0.6964856386184692,0.9724069237709045,1.3502352237701416,0.09017665684223175,3300,379,721
1,0.7150558829307556,0.9762620329856873,1.1810193061828613,0.08169051259756088,3600,415,785
2,0.7467052936553955,0.9728982448577881,1.1484671831130981,0.08489150553941727,3900,453,847
3,0.719648540019989,0.9712749123573303,1.1358227729797363,0.10204213112592697,4200,491,909
4,0.7550918459892273,0.9694602489471436,0.9615830779075623,0.09929906576871872,4500,535,965
5,0.7411141991615295,0.9748227000236511,1.0361288785934448,0.0838751569390297,4800,579,1021
6,0.7545926570892334,0.9729166626930237,1.026422142982483,0.09064879268407822,5100,620,1080
7,0.736122190952301,0.9702473878860474,1.0371901988983154,0.10000453144311905,5400,660,1140
8,0.747404158115387,0.9750369787216187,1.0184308290481567,0.08575796335935593,5700,704,1196
9,0.7567891478538513,0.9746857285499573,1.0756365060806274,0.08852649480104446,6000,743,1257
10,0.7496006488800049,0.9719082713127136,0.9772462844848633,0.08739885687828064,6300,785,1315
11,0.7578873634338379,0.976024329662323,0.9514535665512085,0.07660512626171112,6600,826,1374
12,0.7495008111000061,0.9740338325500488,1.1519771814346313,0.08018358051776886,6900,860,1440
13,0.7700678706169128,0.9803240895271301,0.9904346466064453,0.06962425261735916,7200,901,1499
14,0.7657747864723206,0.9745833277702332,0.9161519408226013,0.07901833951473236,7500,941,1559
15,0.7722643613815308,0.976196825504303,0.940792977809906,0.0755762904882431,7800,984,1616
16,0.7702675461769104,0.9732325673103333,0.986526370048523,0.08032691478729248,8100,1020,1680
17,0.7771565318107605,0.9753937125205994,0.8586539626121521,0.08186089992523193,8400,1059,1741
18,0.7908346652984619,0.9726710915565491,0.8516433238983154,0.08698190003633499,8700,1094,1806
19,0.7906349897384644,0.9721966981887817,0.8306631445884705,0.08702334016561508,9000,1133,1867
20,0.7899361252784729,0.974401593208313,0.8403986096382141,0.07995022088289261,9300,1163,1937
21,0.7744608521461487,0.9716494679450989,0.8958198428153992,0.08860190957784653,9600,1205,1995
22,0.7970247864723206,0.9725000262260437,0.812207818031311,0.0859963670372963,9900,1245,2055
23,0.7839456796646118,0.9731518030166626,0.9231445789337158,0.08288925141096115,10200,1286,2114
24,0.8029153347015381,0.9748236536979675,0.7479010224342346,0.08163617551326752,10500,1332,2168
25,0.8010183572769165,0.9745440483093262,0.8002925515174866,0.08316225558519363,10800,1370,2230
26,0.7907348275184631,0.9722633361816406,0.8840702772140503,0.08458736538887024,11100,1415,2285
27,0.7978234887123108,0.9754014015197754,0.7729815244674683,0.08223247528076172,11400,1450,2350
28,0.8088058829307556,0.9740896224975586,0.7480015754699707,0.08305039256811142,11700,1495,2405
29,0.7876397967338562,0.9766905903816223,0.8715764880180359,0.07112959772348404,12000,1529,2471
30,0.8064097166061401,0.972000002861023,0.7584974765777588,0.09060963988304138,12300,1566,2534
31,0.7985223531723022,0.9732954502105713,0.8045248985290527,0.08274426311254501,12600,1604,2596
32,0.8149960041046143,0.9725571274757385,0.689151406288147,0.08466891199350357,12900,1639,2661
33,0.8094049692153931,0.9729269742965698,0.7225443124771118,0.08514615148305893,13200,1678,2722
34,0.8163937926292419,0.9719279408454895,0.7842822670936584,0.08731883764266968,13500,1724,2776
35,0.809904158115387,0.9701464176177979,0.7507224678993225,0.08918222784996033,13800,1769,2831
36,0.8167931437492371,0.9722222089767456,0.6676429510116577,0.08608817309141159,14100,1803,2897
37,0.8242811560630798,0.973710298538208,0.6808929443359375,0.08227115124464035,14400,1840,2960
38,0.8192891478538513,0.973194420337677,0.7222636342048645,0.08291520923376083,14700,1882,3018
39,0.8166933059692383,0.9747961759567261,0.7612501978874207,0.07875830680131912,15000,1927,3073
40,0.8228833675384521,0.9740138649940491,0.7003663778305054,0.08629985898733139,15300,1967,3133
41,0.8214856386184692,0.9731211066246033,0.6963334679603577,0.08185354620218277,15600,2005,3195
42,0.822484016418457,0.9728483557701111,0.6732560396194458,0.08922111243009567,15900,2043,3257
43,0.8210862874984741,0.9733220934867859,0.7206403613090515,0.08409329503774643,16200,2081,3319
44,0.8226836919784546,0.9723249673843384,0.7017187476158142,0.08748698979616165,16500,2121,3379
45,0.8142971396446228,0.9714147448539734,0.7310718894004822,0.08807220309972763,16800,2154,3446
46,0.8267771601676941,0.9723809361457825,0.6719510555267334,0.08951763063669205,17100,2192,3508
47,0.8276757001876831,0.9728387594223022,0.6987391114234924,0.0839376300573349,17400,2231,3569
48,0.8222843408584595,0.9747816920280457,0.7497527599334717,0.08121389150619507,17700,2268,3632
49,0.8235822916030884,0.9723036885261536,0.6326737999916077,0.09040771424770355,18000,2307,3693
50,0.8286741375923157,0.9736900329589844,0.6599908471107483,0.08146215230226517,18300,2351,3749
51,0.8341653347015381,0.9750328063964844,0.5960557460784912,0.08412227034568787,18600,2383,3817
52,0.8413538336753845,0.9734750986099243,0.5971158742904663,0.0860871970653534,18900,2426,3874
53,0.836361825466156,0.9762584567070007,0.6435177326202393,0.07470761239528656,19200,2464,3936
54,0.83805912733078,0.97286456823349,0.6460370421409607,0.08633457869291306,19500,2515,3985
55,0.828973650932312,0.9737704992294312,0.6480008363723755,0.08136957883834839,19800,2555,4045
56,0.8442491888999939,0.9739331603050232,0.6109029054641724,0.08447585999965668,20100,2596,4104
57,0.8349640369415283,0.972625195980072,0.6157540678977966,0.08742143213748932,20400,2635,4165
58,0.8391573429107666,0.9735011458396912,0.6221064925193787,0.08462733775377274,20700,2666,4234
59,0.8358626365661621,0.9726139903068542,0.6638166308403015,0.0841546505689621,21000,2696,4304
60,0.8431509733200073,0.9736967086791992,0.594724178314209,0.08068550378084183,21300,2730,4370
61,0.8351637125015259,0.9733671545982361,0.6107915043830872,0.08307386189699173,21600,2762,4438
62,0.8419528603553772,0.9740277528762817,0.6027644276618958,0.08013099431991577,21900,2800,4500
63,0.8410543203353882,0.9715328216552734,0.6327103972434998,0.08823084086179733,22200,2848,4552
64,0.841154158115387,0.9723973274230957,0.6243611574172974,0.0852632150053978,22500,2887,4613
65,0.846345841884613,0.9728338122367859,0.5616202354431152,0.08520598709583282,22800,2922,4678
66,0.84375,0.9723439812660217,0.5753528475761414,0.08648060262203217,23100,2952,4748
67,0.8331669569015503,0.9724969863891602,0.6580191254615784,0.08760402351617813,23400,2993,4807
68,0.8517372012138367,0.9727630019187927,0.6009369492530823,0.08684748411178589,23700,3028,4872
69,0.8492411971092224,0.9737685322761536,0.5768997669219971,0.08170796930789948,24000,3059,4941
70,0.8506389856338501,0.9728749990463257,0.5960692167282104,0.0847589448094368,24300,3086,5014
71,0.8516373634338379,0.973396360874176,0.5431876182556152,0.08389436453580856,24600,3114,5086
72,0.8499401211738586,0.9725157618522644,0.5588794946670532,0.0863279402256012,24900,3145,5155
73,0.8489416837692261,0.973523736000061,0.5477791428565979,0.08283671736717224,25200,3182,5218
74,0.8492411971092224,0.9731916189193726,0.5871081352233887,0.08530683815479279,25500,3217,5283
75,0.8429512977600098,0.9718027710914612,0.6052026748657227,0.08867019414901733,25800,3258,5342
76,0.8517372012138367,0.9731257557868958,0.5681409239768982,0.08663526177406311,26100,3292,5408
77,0.8465455174446106,0.9739353656768799,0.6036864519119263,0.08144130557775497,26400,3331,5469
78,0.855930507183075,0.9724621176719666,0.5491204857826233,0.08255475759506226,26700,3368,5532
79,0.8588258624076843,0.9748253226280212,0.5441486835479736,0.08098401129245758,27000,3404,5596
80,0.8571286201477051,0.9727488160133362,0.5478687286376953,0.0850057303905487,27300,3447,5653
81,0.8560303449630737,0.9719701409339905,0.5523155927658081,0.08695998787879944,27600,3481,5719
82,0.8548322916030884,0.9731677174568176,0.5851649641990662,0.08446922898292542,27900,3519,5781
83,0.8584265112876892,0.9723644256591797,0.5154310464859009,0.08568789809942245,28200,3551,5849
84,0.8580271601676941,0.9725765585899353,0.5615487694740295,0.08593528717756271,28500,3580,5920
85,0.8640175461769104,0.9714155197143555,0.5137327909469604,0.09092023968696594,28800,3623,5977
86,0.8617212176322937,0.973645806312561,0.5259444713592529,0.08723881840705872,29100,3668,6032
87,0.858526349067688,0.9731799364089966,0.5415036678314209,0.08281311392784119,29400,3697,6103
88,0.8535343408584595,0.9740546941757202,0.6117149591445923,0.0786251500248909,29700,3732,6168
89,0.8591253757476807,0.9734257459640503,0.5688506960868835,0.08570049703121185,30000,3763,6237
90,0.8605231642723083,0.9729810953140259,0.542207658290863,0.08627419918775558,30300,3798,6302
91,0.8560303449630737,0.972370445728302,0.5421290993690491,0.08539669215679169,30600,3833,6367
92,0.8544328808784485,0.971297025680542,0.5602362751960754,0.08789017051458359,30900,3870,6430
93,0.8550319671630859,0.9721920490264893,0.5715946555137634,0.0870424434542656,31200,3905,6495
94,0.858526349067688,0.971794843673706,0.533677339553833,0.08598770946264267,31500,3937,6563
95,0.8587260246276855,0.9716053009033203,0.5297175049781799,0.08935871720314026,31800,3962,6638
96,0.8669129610061646,0.972554087638855,0.49145883321762085,0.08644858002662659,32100,3992,6708
97,0.8714057803153992,0.972920835018158,0.49506428837776184,0.0849219337105751,32400,4017,6783
98,0.8675119876861572,0.9739943146705627,0.5286234617233276,0.08373791724443436,32700,4051,6849
99,0.8647164702415466,0.9728735685348511,0.5004924535751343,0.0838780328631401,33000,4086,6914
