epoch,test_acc,train_acc,test_loss,train_loss,Next training size,amount original images labelled,amount augmented images labelled
-1,0,0,0,0,3000,361,639
0,0.7040734887123108,0.9698581099510193,1.2868399620056152,0.10169252753257751,3300,394,706
1,0.7305311560630798,0.9705528616905212,1.1914010047912598,0.10184388607740402,3600,427,773
2,0.7363218665122986,0.9764933586120605,1.1398388147354126,0.07433680444955826,3900,460,840
3,0.7457068562507629,0.9715310335159302,1.0361332893371582,0.09938056021928787,4200,493,907
4,0.7471046447753906,0.9763257503509521,1.064234972000122,0.08232920616865158,4500,527,973
5,0.7202476263046265,0.9733598828315735,1.3414137363433838,0.07866516709327698,4800,560,1040
6,0.7636781334877014,0.9764583110809326,1.0219039916992188,0.07840105891227722,5100,593,1107
7,0.7632787823677063,0.9736979603767395,1.0351170301437378,0.08122929185628891,5400,627,1173
8,0.759085476398468,0.9798446893692017,1.1411694288253784,0.06586755067110062,5700,660,1240
9,0.7692691683769226,0.9759078025817871,1.0167433023452759,0.08387794345617294,6000,693,1307
10,0.7668730020523071,0.9724069237709045,0.9288279414176941,0.09198205918073654,6300,726,1374
11,0.7707667946815491,0.9755484461784363,0.9804723858833313,0.07776812463998795,6600,760,1440
12,0.7625798583030701,0.9791666865348816,1.0687426328659058,0.0721268504858017,6900,793,1507
13,0.7779552936553955,0.9769965410232544,0.910007655620575,0.07658246159553528,7200,826,1574
14,0.7758586406707764,0.9754166603088379,0.9130958914756775,0.07911686599254608,7500,859,1641
15,0.7947284579277039,0.9771276712417603,0.8786245584487915,0.07821338623762131,7800,892,1708
16,0.7844448685646057,0.9774590134620667,0.9350095391273499,0.07501570135354996,8100,925,1775
17,0.7839456796646118,0.9734252095222473,0.9042485952377319,0.08842067420482635,8400,958,1842
18,0.7902356386184692,0.9769486784934998,0.884989857673645,0.07457663863897324,8700,992,1908
19,0.789536714553833,0.9765297174453735,0.8940409421920776,0.08087317645549774,9000,1025,1975
20,0.7883386611938477,0.974955677986145,0.875337541103363,0.08191461116075516,9300,1059,2041
21,0.8010183572769165,0.9760308861732483,0.8544914126396179,0.07999023050069809,9600,1092,2108
22,0.7909345030784607,0.97677081823349,0.8930858969688416,0.07587428390979767,9900,1125,2175
23,0.7885383367538452,0.9726142883300781,0.8329814672470093,0.08649400621652603,10200,1158,2242
24,0.8027156591415405,0.9743011593818665,0.8284947276115417,0.07861444354057312,10500,1191,2309
25,0.797723650932312,0.9704596996307373,0.8267971277236938,0.08921580761671066,10800,1225,2375
26,0.7959265112876892,0.9746671319007874,0.8002030253410339,0.08073433488607407,11100,1258,2442
27,0.8027156591415405,0.9777557849884033,0.870977520942688,0.07314177602529526,11400,1291,2509
28,0.8065096139907837,0.9768032431602478,0.8295940160751343,0.07894880324602127,11700,1324,2576
29,0.8130990266799927,0.9766905903816223,0.7593296766281128,0.07529908418655396,12000,1357,2643
30,0.8081070184707642,0.9758333563804626,0.8179646134376526,0.08100077509880066,12300,1390,2710
31,0.8120008111000061,0.9752435088157654,0.7566460967063904,0.07992243766784668,12600,1423,2777
32,0.811601459980011,0.9738261699676514,0.7487758994102478,0.07821698486804962,12900,1457,2843
33,0.7965255379676819,0.9723855257034302,0.794837236404419,0.08550044149160385,13200,1490,2910
34,0.8183905482292175,0.9729872941970825,0.772895097732544,0.08500400185585022,13500,1524,2976
35,0.8210862874984741,0.9752665758132935,0.739885687828064,0.07884720712900162,13800,1557,3043
36,0.8137979507446289,0.9735966324806213,0.7999053001403809,0.07677122950553894,14100,1590,3110
37,0.8161941170692444,0.9736394286155701,0.723827600479126,0.0837382897734642,14400,1623,3177
38,0.8114017844200134,0.9753472208976746,0.8118126392364502,0.0825282633304596,14700,1656,3244
39,0.8180910348892212,0.976902186870575,0.7012355923652649,0.07480377703905106,15000,1689,3311
40,0.8216853141784668,0.9752798676490784,0.7313174605369568,0.07566314935684204,15300,1722,3378
41,0.8223841786384583,0.975143551826477,0.7325069904327393,0.07855237275362015,15600,1755,3445
42,0.8166933059692383,0.9760501980781555,0.7644872665405273,0.0750393271446228,15900,1788,3512
43,0.8144968152046204,0.9727741479873657,0.7109026908874512,0.0873715803027153,16200,1821,3579
44,0.818989634513855,0.9747904539108276,0.7151988744735718,0.07793480902910233,16500,1854,3646
45,0.821585476398468,0.9754602313041687,0.6864232420921326,0.08159884065389633,16800,1887,3713
46,0.8076078295707703,0.9750595092773438,0.8091220855712891,0.08050514757633209,17100,1921,3779
47,0.8200878500938416,0.9732086658477783,0.7332155704498291,0.08203625679016113,17400,1955,3845
48,0.8169928193092346,0.9760454893112183,0.7111589908599854,0.07935134321451187,17700,1988,3912
49,0.8232827186584473,0.9743343591690063,0.7049055695533752,0.08277110010385513,18000,2021,3979
50,0.8299720287322998,0.9760212898254395,0.6437346935272217,0.0788557380437851,18300,2054,4046
51,0.8280750513076782,0.9761645197868347,0.6585504412651062,0.08031629025936127,18600,2087,4113
52,0.825579047203064,0.9766967296600342,0.7035512924194336,0.07704663276672363,18900,2120,4180
53,0.8355631232261658,0.9765440225601196,0.6713365912437439,0.07672811299562454,19200,2153,4247
54,0.833765983581543,0.9765104055404663,0.6776044964790344,0.0763738676905632,19500,2187,4313
55,0.8335663080215454,0.9768100380897522,0.6478711366653442,0.07664226740598679,19800,2220,4380
56,0.8349640369415283,0.9745557308197021,0.6838362812995911,0.08103055506944656,20100,2253,4447
57,0.829872190952301,0.9763513803482056,0.6710266470909119,0.07763252407312393,20400,2287,4513
58,0.8245806694030762,0.9759502410888672,0.6729831099510193,0.07854175567626953,20700,2320,4580
