epoch,test_acc,train_acc,test_loss,train_loss,Next training size
-1,0,0,0,0,1000
0,0.6213058829307556,0.8798828125,1.3418546915054321,0.36072662472724915,1100
1,0.6424720287322998,0.9014881253242493,1.3641108274459839,0.2980869710445404,1200
2,0.65055912733078,0.8972039222717285,1.2703051567077637,0.31481948494911194,1300
3,0.6482627987861633,0.8643292784690857,1.1457868814468384,0.3671824634075165,1400
4,0.6739217042922974,0.8875474333763123,1.1801267862319946,0.30748483538627625,1500
5,0.6776158213615417,0.9059650301933289,1.1915384531021118,0.2798183262348175,1600
6,0.6766173839569092,0.8968750238418579,1.1543632745742798,0.2916004955768585,1700
7,0.6956868767738342,0.8859953880310059,1.040070652961731,0.3311212658882141,1800
8,0.6978833675384521,0.8980262875556946,1.0596792697906494,0.31487080454826355,1900
9,0.7074680328369141,0.9072916507720947,0.9494386315345764,0.26335546374320984,2000
10,0.6888977885246277,0.9102182388305664,1.1089316606521606,0.27111464738845825,2100
11,0.7001796960830688,0.909469723701477,1.1011266708374023,0.2657122313976288,2200
12,0.6988818049430847,0.8925121426582336,0.9875921010971069,0.3136887550354004,2300
13,0.7100638747215271,0.8960193991661072,0.9535226821899414,0.29521581530570984,2400
14,0.7094648480415344,0.8883333206176758,1.0288364887237549,0.32094788551330566,2500
15,0.7296326160430908,0.8904272317886353,0.9223968982696533,0.31256136298179626,2600
16,0.7480031847953796,0.8932926654815674,0.8604975342750549,0.3180871903896332,2700
17,0.7254393100738525,0.8876225352287292,0.8999924063682556,0.3131815791130066,2800
18,0.7456070184707642,0.8899147510528564,0.8356030583381653,0.31039777398109436,2900
19,0.7341253757476807,0.8912087678909302,0.8721370100975037,0.3205605149269104,3000
20,0.7306309938430786,0.8879654407501221,0.8749569058418274,0.3260234296321869,3100
21,0.7342252135276794,0.882225751876831,0.9285098910331726,0.32930606603622437,3200
22,0.7370207905769348,0.8934375047683716,0.9110559821128845,0.31895920634269714,3300
23,0.7436102032661438,0.8831129670143127,0.9046632051467896,0.32143959403038025,3400
24,0.7380191683769226,0.9009929895401001,0.9167600274085999,0.2901870906352997,3500
25,0.736122190952301,0.8860795497894287,0.8957801461219788,0.3268137276172638,3600
26,0.741713285446167,0.8960176706314087,0.9122125506401062,0.30151090025901794,3700
27,0.7605830430984497,0.895312488079071,0.8178691267967224,0.3075961768627167,3800
28,0.763877809047699,0.8951330780982971,0.8215458989143372,0.2976251542568207,3900
29,0.7464057803153992,0.8994072079658508,0.9095434546470642,0.2743583917617798,4000
30,0.7574880123138428,0.9002500176429749,0.8483675122261047,0.30115461349487305,4100
31,0.7685703039169312,0.8936530947685242,0.7552781701087952,0.2953551411628723,4200
32,0.7634784579277039,0.8937026262283325,0.8399521708488464,0.29863297939300537,4300
33,0.7571884989738464,0.8915123343467712,0.878063440322876,0.30262213945388794,4400
34,0.7735623121261597,0.8962862491607666,0.7594419717788696,0.3002072274684906,4500
35,0.7627795338630676,0.897296130657196,0.8569326996803284,0.29761746525764465,4600
36,0.7756589651107788,0.8935908079147339,0.7835581302642822,0.2926965653896332,4700
37,0.7429113388061523,0.8867529034614563,0.9095051288604736,0.31829696893692017,4800
38,0.7602835297584534,0.8929166793823242,0.8086177110671997,0.302421897649765,4900
39,0.7618809938430786,0.8920454382896423,0.7930136919021606,0.3173994719982147,5000
40,0.7481030225753784,0.8919187784194946,0.8197160959243774,0.3136153817176819,5100
41,0.7827476263046265,0.8950520753860474,0.698534369468689,0.29593145847320557,5200
42,0.7763578295707703,0.9068251252174377,0.7874882221221924,0.271969199180603,5300
43,0.7737619876861572,0.8965738415718079,0.7492022514343262,0.29963597655296326,5400
44,0.7711661458015442,0.90625,0.829836905002594,0.2808613181114197,5500
45,0.7799520492553711,0.8914296627044678,0.7208574414253235,0.30382969975471497,5600
46,0.787739634513855,0.8905357122421265,0.7099769115447998,0.31047070026397705,5700
47,0.7685703039169312,0.9013617038726807,0.8325403928756714,0.27369898557662964,5800
48,0.78694087266922,0.9009271860122681,0.7237932682037354,0.2700895071029663,5900
49,0.8256788849830627,1.0,1.3342506885528564,2.843636684701778e-05,6000
